response_type,rt,judgement,pretest_accuracy
empty,1200,1,0.0
empty,1000,1,0.5
empty,1000,1,0.0
empty,1400,1,0.0
correct,1800,5,0.0
correct,3200,2,0.0
empty,800,1,1.0
empty,1800,1,0.0
empty,1400,2,0.5
empty,2400,1,0.0
empty,800,1,0.0
empty,800,1,0.0
empty,1400,1,0.0
empty,600,1,0.0
correct,1000,5,1.0
empty,1200,1,0.0
empty,1800,1,0.0
empty,2000,1,0.0
empty,1800,1,0.0
empty,800,1,1.0
empty,1000,1,0.0
correct,600,4,0.5
empty,800,1,0.0
empty,1400,1,0.0
correct,1200,5,0.0
correct,600,5,1.0
empty,1000,2,0.5
empty,1600,1,0.0
empty,12000,1,0.5
empty,1400,1,0.0
correct,1200,4,0.0
empty,1400,1,0.0
empty,1000,1,0.0
empty,800,1,0.5
empty,1000,1,0.0
empty,1400,2,0.0
empty,3200,1,0.0
correct,1400,5,0.5
correct,1600,3,0.0
empty,1200,2,0.0
empty,1400,1,0.0
correct,1000,5,0.5
empty,1400,1,0.0
correct,600,5,1.0
empty,600,1,1.0
empty,1000,1,0.0
empty,800,1,0.0
empty,2000,1,0.0
empty,600,2,0.0
correct,600,5,0.0
correct,600,5,1.0
empty,1200,1,0.5
empty,800,1,0.5
empty,800,1,0.0
empty,1200,1,0.0
correct,2000,2,0.0
empty,1600,1,0.0
empty,600,1,0.0
correct,800,5,0.5
empty,1200,1,0.0
correct,800,5,0.0
empty,1200,1,0.0
correct,1600,5,0.0
empty,1000,1,0.0
empty,800,2,0.0
empty,1200,1,0.5
empty,1600,1,0.0
empty,1000,2,0.0
correct,800,4,0.5
empty,2800,1,0.0
empty,1400,1,0.0
empty,2600,1,0.0
empty,600,2,0.0
empty,1200,1,0.0
empty,600,1,0.0
empty,800,1,0.0
correct,1200,5,0.0
correct,1400,5,0.5
empty,1400,1,0.5
empty,1800,1,0.0
empty,600,1,0.5
empty,600,1,0.5
empty,1200,1,0.0
empty,800,1,0.5
empty,1600,1,0.0
empty,1400,1,0.0
empty,1400,1,0.0
empty,1200,2,0.0
empty,1400,1,0.0
empty,2200,2,0.5
empty,1200,1,0.0
correct,1000,4,0.0
empty,1200,1,0.0
empty,1600,1,0.5
empty,600,1,0.0
empty,1000,1,0.0
correct,2200,2,0.0
empty,600,1,0.0
correct,800,5,1.0
empty,1400,1,0.0
empty,1400,1,0.0
empty,2200,1,0.0
correct,600,3,0.0
empty,1000,1,0.0
empty,2000,1,0.5
empty,1200,1,0.0
empty,1600,1,0.0
empty,600,1,0.0
empty,1800,1,0.0
empty,1400,1,0.0
correct,2200,4,0.0
empty,600,1,0.0
empty,800,1,0.0
empty,1400,3,0.5
correct,1200,5,1.0
empty,600,1,0.0
empty,1800,1,0.0
empty,1200,5,0.0
empty,1000,3,0.5
empty,1000,1,0.0
empty,2000,1,0.0
empty,2200,1,0.0
empty,1800,1,0.0
empty,800,1,0.0
empty,1800,1,0.0
empty,1200,1,0.0
empty,1000,1,0.0
empty,3400,1,0.0
empty,1600,1,0.5
empty,800,1,0.0
empty,1400,1,1.0
empty,1000,1,0.0
empty,2000,1,0.0
empty,1200,1,0.0
empty,1600,1,0.0
correct,1000,5,0.5
correct,400,5,1.0
correct,800,5,1.0
empty,800,1,0.0
empty,2600,1,0.0
empty,800,1,0.5
empty,3600,1,0.0
empty,600,1,1.0
empty,1600,1,0.0
empty,1600,1,0.0
empty,1400,1,0.0
empty,1200,2,0.5
empty,800,1,0.5
empty,1200,1,0.0
empty,800,2,0.0
empty,800,1,0.0
empty,1000,1,0.0
empty,1400,1,0.0
correct,1400,5,1.0
empty,600,1,0.0
empty,800,1,1.0
empty,1600,1,0.0
correct,1200,4,0.5
empty,3800,1,0.5
empty,2400,1,0.0
empty,12000,1,0.0
correct,600,5,0.5
empty,800,2,0.5
empty,1000,1,0.5
empty,1000,1,0.5
empty,1800,1,0.0
correct,800,3,1.0
empty,800,1,0.0
correct,600,5,1.0
empty,800,1,0.0
empty,600,1,0.0
correct,800,5,0.5
empty,1000,1,0.0
empty,1800,1,0.0
correct,2000,5,0.5
correct,1000,4,0.5
correct,600,5,0.0
empty,3000,1,0.0
empty,2800,1,0.0
empty,1600,1,0.0
empty,800,1,0.0
correct,800,5,0.0
empty,1400,1,0.0
empty,1800,1,0.0
empty,1000,1,0.0
correct,400,5,1.0
empty,800,1,0.5
correct,600,5,1.0
empty,800,1,0.0
empty,1800,1,0.0
correct,1000,5,0.5
empty,1600,1,0.5
empty,1800,1,0.0
empty,2800,1,0.0
empty,2000,1,0.0
empty,1200,1,0.0
correct,1600,5,0.5
empty,800,1,0.0
empty,2000,1,0.0
empty,1200,1,0.0
correct,1000,5,0.0
empty,1400,1,0.5
empty,1400,1,0.0
empty,1800,2,0.5
empty,12000,1,0.0
empty,1400,1,0.0
correct,2000,5,0.0
empty,1000,1,0.5
empty,600,1,0.5
empty,1400,1,0.0
empty,2200,1,0.0
empty,600,1,0.0
empty,1200,1,0.0
empty,1400,1,0.0
empty,1600,1,0.0
empty,1000,1,0.0
empty,600,1,0.5
empty,1000,1,0.0
correct,1000,5,0.0
empty,1400,1,0.0
correct,800,5,0.5
empty,1200,1,0.0
correct,800,4,0.5
empty,3800,1,0.0
empty,2000,1,0.5
correct,1200,5,0.5
empty,1600,2,0.0
empty,600,1,0.0
empty,800,1,0.5
empty,1000,2,0.0
empty,1600,1,0.0
empty,1200,1,0.0
empty,1400,1,0.0
empty,1800,1,0.0
empty,1800,1,0.5
empty,800,1,0.0
empty,1400,1,0.5
empty,1200,1,0.0
empty,1000,1,0.0
correct,1200,5,0.0
empty,600,1,0.0
empty,600,1,0.0
correct,1600,5,0.0
empty,1400,1,0.0
empty,2400,1,0.0
correct,600,5,0.5
empty,1400,1,0.0
empty,600,1,0.0
empty,1000,1,0.0
empty,1800,1,0.0
correct,600,5,1.0
empty,3400,1,0.0
correct,2200,5,0.0
empty,2400,3,0.0
empty,2400,2,0.0
empty,800,2,0.0
empty,2200,2,0.5
empty,1000,1,1.0
empty,600,1,0.0
empty,1000,1,0.0
empty,800,1,1.0
empty,800,1,0.0
empty,2600,1,0.0
empty,1200,1,0.0
empty,1000,2,0.0
empty,1800,1,0.0
empty,1800,2,0.0
empty,1400,1,0.5
correct,1800,3,0.5
empty,600,1,0.0
empty,1600,1,0.0
correct,1200,1,0.5
empty,2800,1,0.0
empty,1600,1,0.5
empty,2000,1,0.0
correct,600,5,0.0
empty,600,1,0.0
empty,1200,1,0.0
empty,1200,1,0.0
empty,800,1,0.0
empty,2400,1,0.5
correct,800,5,0.0
empty,600,1,0.0
empty,1200,1,0.5
empty,800,2,0.0
empty,1000,2,0.0
empty,12000,1,0.0
empty,1000,2,0.0
empty,3000,1,0.0
empty,800,1,0.0
empty,1800,1,0.0
empty,1600,1,0.0
correct,1600,5,0.5
empty,800,1,0.0
empty,1400,1,0.0
correct,1000,5,1.0
empty,600,1,0.0
empty,800,3,0.5
empty,1000,1,0.5
empty,1800,1,0.5
correct,1200,5,0.0
empty,1000,2,0.0
empty,1800,1,0.0
correct,1000,2,0.5
empty,12000,1,0.5
empty,1400,1,0.0
empty,1000,1,0.0
empty,600,1,0.0
correct,1000,3,0.5
empty,800,1,0.0
empty,12000,1,0.0
empty,2000,1,0.0
correct,600,5,1.0
empty,1400,2,0.0
empty,1600,2,0.5
empty,1600,1,0.0
empty,1000,1,0.0
empty,1000,1,0.0
empty,4200,1,0.0
correct,600,5,0.5
empty,600,1,0.0
empty,3400,1,0.0
empty,800,1,0.0
empty,1200,2,0.0
empty,1600,3,0.0
empty,1000,1,0.5
empty,800,2,0.0
empty,1000,1,0.5
empty,6000,1,0.0
empty,600,1,0.0
empty,600,2,0.5
empty,12000,1,0.5
correct,1000,4,0.0
empty,800,1,0.0
empty,12000,1,0.0
empty,600,1,0.0
empty,600,1,0.0
empty,1000,3,1.0
empty,1400,3,0.0
correct,1600,5,0.0
empty,1600,1,0.0
correct,1400,3,0.0
empty,2400,1,0.0
empty,1800,2,0.0
empty,1000,1,0.0
empty,2200,1,0.0
empty,1800,1,0.0
empty,2000,2,0.0
correct,800,5,0.5
empty,1200,3,0.5
empty,1000,1,0.0
empty,800,1,1.0
empty,2000,1,0.0
empty,2800,1,0.0
correct,1200,5,0.0
empty,1400,3,0.0
empty,600,1,0.0
empty,800,2,0.0
empty,600,1,0.0
empty,3000,2,0.0
empty,1800,1,0.0
empty,2000,1,0.0
empty,2600,1,0.0
empty,1200,1,0.5
empty,1000,1,0.5
empty,2400,1,0.0
empty,1800,1,0.0
correct,800,5,0.0
empty,800,2,0.0
empty,2200,1,0.0
empty,1200,1,0.5
empty,1000,1,0.0
empty,1400,1,0.5
correct,800,4,0.5
correct,1600,5,0.0
correct,800,2,1.0
correct,600,5,0.0
empty,800,1,0.0
empty,800,1,0.5
empty,2400,1,0.0
empty,2200,1,0.0
empty,2400,1,0.0
empty,1400,1,0.0
correct,1800,4,0.5
empty,600,1,0.5
empty,2000,1,0.0
empty,2800,1,0.0
empty,1000,1,0.0
empty,1200,2,0.5
empty,1200,1,0.5
empty,1000,1,0.0
empty,2200,1,0.0
empty,600,2,0.0
empty,2000,1,0.0
correct,800,5,0.5
empty,3200,1,0.0
empty,1000,1,0.0
empty,2400,1,0.0
empty,1600,1,0.0
empty,800,1,0.0
correct,6400,1,0.0
empty,2600,1,0.0
empty,1200,1,0.5
empty,600,1,0.0
correct,600,3,1.0
empty,1400,2,0.0
empty,1800,1,0.0
correct,600,5,1.0
empty,1400,1,0.0
correct,800,5,0.0
empty,2000,1,0.0
empty,2000,1,0.5
correct,1000,5,0.5
empty,2400,1,0.0
empty,1000,1,0.0
empty,2800,1,0.0
empty,2200,1,0.0
empty,12000,1,0.0
empty,1600,1,0.0
empty,1200,2,0.5
empty,2000,1,1.0
correct,600,5,0.0
empty,1600,2,0.0
empty,3000,1,0.0
correct,600,3,0.0
empty,2400,1,0.5
empty,12000,1,0.0
empty,800,1,0.0
empty,1800,1,0.0
correct,400,5,0.5
correct,800,5,0.5
empty,1400,1,0.0
empty,1800,1,0.0
empty,3600,1,0.0
empty,5600,1,0.0
empty,800,1,0.5
correct,800,5,0.5
correct,1000,5,0.5
empty,600,1,0.5
empty,1000,1,0.5
empty,1200,1,0.5
empty,1000,2,0.0
empty,2000,2,0.5
empty,2800,1,0.0
empty,1200,2,0.0
empty,2200,1,0.0
empty,4000,1,0.0
empty,1400,1,0.5
empty,2800,1,0.0
correct,2400,2,0.5
correct,800,5,1.0
empty,600,1,0.0
empty,1400,1,0.0
empty,2200,1,0.0
empty,600,1,0.0
correct,800,5,1.0
empty,2800,1,0.5
empty,2200,2,0.5
empty,800,1,0.0
empty,2200,1,0.0
empty,2600,1,0.0
empty,600,3,0.0
empty,1400,1,0.0
empty,800,1,0.0
empty,600,1,0.5
empty,1600,3,0.0
empty,1400,1,0.0
empty,1200,1,0.0
empty,1400,1,0.5
empty,1200,1,0.0
empty,2400,1,0.0
empty,1200,4,1.0
empty,2200,1,0.0
empty,1000,1,0.0
empty,600,2,0.5
correct,1000,5,1.0
empty,1600,1,0.0
empty,2600,1,0.0
empty,1000,1,0.0
empty,4000,1,0.5
empty,1600,1,0.0
correct,1200,5,0.0
empty,1200,1,0.0
empty,2000,1,0.0
empty,1200,1,0.5
empty,1200,1,0.0
correct,800,5,0.0
empty,12000,1,0.0
empty,2600,1,0.5
empty,1200,1,0.0
empty,2000,1,0.0
empty,600,1,0.0
empty,600,1,0.5
empty,2400,1,0.5
empty,800,1,0.0
empty,3200,1,0.0
empty,1400,1,0.0
empty,1000,1,1.0
empty,1000,1,0.0
empty,600,1,0.5
empty,1400,1,0.5
empty,1400,1,0.0
empty,800,1,0.0
empty,800,1,0.0
empty,600,1,0.5
empty,1000,1,0.0
empty,600,1,0.0
empty,800,1,0.0
empty,12000,1,0.0
empty,1000,2,0.0
empty,1000,1,0.0
empty,1800,1,1.0
empty,1200,1,0.5
empty,1200,1,0.5
empty,1400,2,0.0
empty,12000,1,0.0
correct,1600,3,1.0
empty,2800,1,0.0
empty,600,1,1.0
empty,1000,1,0.0
empty,1400,1,0.0
empty,1800,1,0.0
correct,3600,4,0.5
empty,600,1,0.0
correct,2400,4,0.5
empty,1000,1,0.5
empty,1400,1,0.0
empty,2000,2,0.0
empty,600,1,0.0
empty,800,2,0.0
empty,2000,3,0.0
empty,1600,1,0.0
correct,800,4,0.5
empty,1600,1,0.5
empty,2400,1,0.0
correct,800,5,0.0
empty,600,1,0.0
empty,4200,2,0.0
empty,1400,1,0.0
empty,600,2,0.0
empty,1600,1,0.0
empty,1400,1,0.0
correct,800,5,1.0
empty,800,1,0.0
empty,1000,1,0.0
empty,1600,1,0.0
correct,1000,5,1.0
empty,600,1,0.5
empty,2200,1,0.0
empty,1600,1,0.0
empty,2000,2,0.5
empty,1400,1,0.5
correct,1200,5,0.0
empty,600,2,0.0
empty,1600,1,0.0
empty,600,2,0.0
empty,1000,1,0.0
empty,1200,1,0.0
empty,2200,1,0.0
empty,1800,1,0.0
empty,800,1,0.0
correct,800,5,0.5
empty,1600,1,0.0
correct,400,5,1.0
empty,1200,2,0.0
empty,1200,3,0.5
empty,2000,1,0.0
empty,1800,1,0.0
empty,1800,1,0.0
correct,1200,5,0.5
empty,1400,1,0.5
empty,1200,2,0.0
empty,1600,1,0.0
correct,1000,4,1.0
correct,1000,4,0.5
empty,1400,2,0.0
empty,1800,1,0.5
empty,1600,1,0.0
correct,800,4,0.5
correct,400,5,1.0
correct,1000,4,0.0
empty,1000,1,0.0
correct,600,5,0.0
correct,600,5,0.5
empty,1000,1,0.0
empty,1800,2,0.0
correct,600,5,0.5
empty,2200,1,0.0
empty,1400,2,0.0
empty,1200,1,0.0
empty,600,1,0.0
correct,600,4,0.0
empty,1400,1,0.0
correct,800,5,1.0
empty,1400,1,0.0
empty,1000,1,0.5
empty,1200,1,0.0
empty,800,1,0.0
empty,1400,1,0.0
correct,1200,4,0.0
empty,1000,1,0.0
empty,800,2,0.5
empty,2000,1,0.0
empty,1000,1,0.5
correct,1200,4,0.5
empty,12000,1,0.0
correct,1000,5,0.5
empty,1800,1,0.0
empty,600,1,0.0
empty,600,1,0.0
empty,1800,1,0.0
empty,1400,1,0.0
empty,800,1,0.0
empty,1800,1,0.0
correct,1200,5,0.5
empty,1400,1,0.0
empty,2000,1,0.0
empty,3600,1,0.5
correct,1600,5,0.0
empty,1200,1,0.0
empty,800,1,0.0
empty,800,1,0.0
empty,12000,2,0.0
empty,1400,1,0.0
correct,800,5,0.5
correct,2000,2,0.5
correct,600,1,1.0
empty,1800,1,0.0
empty,2000,1,0.0
empty,800,1,0.0
empty,1400,1,0.0
empty,1400,1,0.0
correct,800,5,1.0
empty,600,2,0.0
empty,800,1,1.0
empty,600,3,0.0
correct,1200,5,1.0
correct,1200,3,0.5
empty,2000,1,0.0
empty,600,1,0.0
empty,2200,1,0.0
empty,2000,3,0.0
empty,800,1,0.5
empty,1200,1,0.5
correct,800,5,1.0
empty,2200,2,0.0
empty,600,2,0.0
empty,800,2,0.5
empty,2000,1,0.5
empty,600,1,0.5
empty,2000,1,0.0
correct,600,5,0.5
empty,600,2,1.0
empty,1400,1,0.0
empty,1400,1,0.0
empty,600,1,0.0
empty,800,1,0.0
empty,600,1,0.0
correct,1600,5,0.0
empty,600,1,0.0
empty,2200,1,0.5
empty,1000,1,0.0
empty,600,1,0.0
empty,1200,1,0.5
correct,1200,2,0.5
correct,800,5,0.5
empty,1000,1,0.5
correct,800,5,1.0
correct,600,5,1.0
empty,1600,1,0.0
correct,1000,5,1.0
empty,600,1,0.0
correct,800,5,0.0
empty,1400,1,0.5
empty,1000,1,0.0
empty,1400,1,0.0
correct,1000,5,0.0
correct,600,5,0.0
correct,600,5,0.5
empty,1200,1,0.0
empty,800,2,0.0
correct,600,5,0.5
empty,1200,1,0.0
correct,800,5,0.0
empty,1800,1,0.0
empty,1000,2,0.5
empty,1600,1,0.5
empty,1800,1,0.0
empty,1200,1,0.0
empty,600,1,0.5
empty,1800,2,0.0
empty,1600,1,0.0
empty,2000,1,0.5
empty,1800,1,0.0
empty,1400,1,0.0
empty,600,2,0.0
empty,2600,2,0.0
empty,1600,1,0.0
empty,600,1,0.0
empty,1600,1,0.5
correct,1000,3,0.5
empty,600,2,0.0
correct,600,5,0.5
correct,800,5,0.0
empty,1600,1,0.0
correct,600,5,0.0
empty,1200,1,0.0
correct,600,5,0.5
empty,800,1,0.0
empty,2200,1,0.0
correct,600,5,0.0
correct,800,5,0.5
empty,1800,3,0.0
correct,800,5,0.5
correct,1200,4,0.5
empty,1400,1,0.0
empty,3400,2,0.0
empty,1200,1,0.0
empty,1800,1,0.0
empty,1600,1,0.0
empty,1000,1,0.0
empty,2000,3,0.0
correct,2600,4,0.0
correct,1400,5,0.5
empty,1000,1,0.0
empty,1200,1,0.0
empty,1400,1,0.0
correct,1000,5,0.0
empty,1000,1,0.0
correct,600,5,1.0
empty,600,1,0.0
empty,2800,1,1.0
empty,600,1,0.0
correct,1800,4,0.0
empty,2600,1,0.0
correct,1000,3,0.0
empty,1200,1,0.0
empty,1400,2,0.0
correct,1200,5,1.0
empty,800,1,0.5
correct,1000,5,0.5
correct,1000,5,1.0
empty,600,1,0.0
empty,600,2,0.0
correct,1200,5,0.5
empty,1600,1,0.0
empty,1000,1,0.0
empty,1000,1,0.0
empty,2000,1,0.0
correct,800,5,0.5
empty,1400,1,0.0
empty,800,2,0.5
empty,2000,1,0.0
correct,800,2,0.5
empty,12000,1,0.0
empty,1000,1,0.0
empty,600,1,1.0
empty,1000,1,0.5
empty,800,1,0.5
empty,600,2,0.0
empty,800,1,0.0
empty,600,2,0.0
empty,1000,1,0.0
empty,1600,2,0.0
correct,400,3,0.5
empty,1400,1,0.0
correct,800,5,0.5
correct,800,4,0.5
correct,1000,5,0.0
empty,2400,1,0.0
correct,2000,5,1.0
correct,1200,4,0.0
empty,1000,1,0.0
empty,1000,2,0.5
empty,1000,1,0.0
empty,800,1,0.0
empty,800,1,0.5
empty,2400,1,0.0
empty,1400,1,0.0
correct,7000,3,0.0
empty,600,1,0.5
empty,600,1,0.0
empty,2000,1,0.0
empty,800,1,0.0
empty,2800,1,0.0
correct,800,5,0.5
empty,2200,1,0.0
empty,800,2,1.0
empty,1000,1,0.0
empty,1000,2,0.0
empty,3000,1,0.0
correct,600,5,0.5
empty,800,1,1.0
empty,600,1,0.0
empty,2200,1,0.0
correct,1000,4,0.0
empty,1800,1,0.0
empty,1400,1,0.5
correct,1200,4,1.0
empty,1200,1,0.5
empty,12000,1,0.0
empty,1600,1,0.0
empty,1600,1,0.0
correct,600,5,1.0
empty,1000,1,0.0
empty,1200,1,0.0
empty,600,1,0.0
empty,1000,1,0.0
empty,1200,1,0.0
correct,2400,5,0.5
empty,1600,1,0.0
empty,800,1,0.5
empty,1200,1,0.0
correct,1200,5,0.5
empty,2000,1,0.0
empty,2400,1,0.0
empty,1000,1,0.0
empty,1200,1,0.0
empty,600,1,0.5
empty,1200,1,0.0
empty,1600,1,0.0
empty,2000,1,0.0
empty,1600,1,0.0
empty,1800,1,0.0
empty,2400,1,0.0
empty,600,1,0.0
empty,800,2,0.5
empty,1400,1,0.0
correct,1000,4,1.0
empty,800,1,0.0
empty,2400,1,0.0
empty,1400,1,0.0
correct,1400,4,1.0
empty,1600,1,0.0
correct,800,5,1.0
correct,1200,5,0.0
empty,12000,1,0.0
empty,1200,1,1.0
empty,1800,1,0.0
empty,800,1,0.5
empty,1000,1,0.5
empty,800,1,0.5
empty,1800,1,0.0
empty,1000,1,0.0
empty,800,2,0.5
empty,2000,1,0.5
empty,3800,1,0.0
empty,600,1,1.0
correct,1000,5,1.0
empty,2000,1,0.0
empty,800,1,1.0
correct,800,5,1.0
empty,1800,1,0.0
empty,1800,2,0.5
empty,2200,1,0.0
empty,1400,1,0.5
empty,1200,1,0.0
empty,1600,1,1.0
empty,12000,1,0.0
empty,600,2,1.0
empty,1400,1,0.5
empty,1600,1,0.0
empty,2600,1,0.0
empty,600,1,0.0
empty,1400,1,0.0
empty,800,1,0.5
empty,1800,1,0.5
empty,600,2,0.5
empty,2200,2,0.5
empty,800,1,0.5
empty,1200,1,0.0
empty,800,1,0.0
empty,1200,2,0.0
empty,1200,1,0.5
correct,1400,5,0.0
empty,1400,1,1.0
empty,1400,1,0.0
correct,1800,4,0.5
empty,800,1,0.0
empty,600,1,0.0
empty,800,1,0.0
empty,800,2,0.0
empty,1200,1,0.5
empty,2200,2,0.5
empty,1000,1,0.0
empty,12000,1,0.0
empty,1000,1,0.0
empty,1200,1,0.0
empty,2400,1,0.0
empty,800,1,0.0
correct,600,5,1.0
empty,12000,1,0.0
empty,800,1,0.0
empty,1000,1,0.0
empty,1800,1,0.5
correct,1200,5,1.0
empty,1600,1,0.0
empty,1600,1,0.0
empty,800,1,0.5
empty,12000,1,0.0
empty,2600,1,0.0
empty,800,1,0.0
empty,2600,1,1.0
empty,2000,1,0.0
correct,1600,4,0.5
correct,800,5,0.5
empty,1600,1,0.0
empty,1000,1,0.0
empty,1800,1,0.5
empty,800,1,0.0
empty,2600,1,1.0
empty,1000,1,0.0
empty,1200,1,0.0
empty,800,1,0.0
empty,800,2,0.0
correct,1000,5,0.5
empty,1000,1,0.0
empty,1800,1,0.5
empty,800,1,0.0
empty,1000,1,0.0
empty,800,1,0.0
empty,1000,1,0.0
correct,1400,5,0.0
empty,1200,1,0.0
empty,1400,2,0.0
empty,3200,1,0.0
empty,1800,1,0.0
empty,1200,1,0.0
empty,800,1,1.0
empty,2200,1,0.0
correct,400,5,1.0
empty,1200,1,0.0
empty,600,1,0.0
empty,800,1,0.0
empty,800,1,0.0
empty,12000,1,0.5
correct,800,5,1.0
empty,1200,1,0.0
empty,2000,1,0.0
empty,800,1,0.5
correct,400,4,0.5
correct,800,5,0.5
empty,1200,1,0.0
empty,1000,1,0.0
empty,600,1,1.0
empty,2200,1,0.0
empty,1400,1,0.0
empty,2000,1,0.0
empty,600,1,0.0
empty,1800,1,0.0
empty,1600,1,0.0
correct,800,5,0.5
empty,1000,1,0.5
correct,1000,5,0.0
empty,2000,2,0.0
empty,1800,1,0.0
empty,1200,1,0.0
empty,12000,1,0.0
empty,1000,1,0.0
empty,1600,2,0.5
empty,1200,1,0.5
empty,1000,1,0.0
empty,1400,1,0.0
empty,1600,2,0.0
empty,1600,1,0.0
empty,1200,1,0.0
empty,800,1,0.0
empty,800,3,0.5
empty,1800,1,0.0
empty,800,1,0.0
empty,2200,1,0.5
correct,1800,4,0.0
empty,2800,1,0.0
empty,1200,1,0.0
correct,2000,5,0.0
empty,600,1,0.0
correct,800,5,0.0
correct,600,4,0.5
empty,1000,1,0.0
empty,1200,2,0.0
empty,600,1,0.0
correct,1600,4,0.5
empty,1600,1,0.0
empty,1800,3,0.5
empty,600,1,0.0
empty,1600,1,0.0
empty,1000,1,0.5
empty,12000,1,1.0
correct,2200,3,0.0
empty,600,1,0.0
empty,1800,1,0.0
correct,1200,5,0.5
empty,3000,1,0.0
empty,800,1,0.0
correct,1000,5,0.5
empty,2000,1,0.0
correct,600,5,0.5
empty,3000,1,0.0
correct,1200,3,1.0
correct,800,5,0.0
empty,800,1,1.0
empty,1000,1,0.0
empty,1200,1,0.0
empty,1800,1,0.0
empty,600,5,0.0
correct,1000,5,0.5
empty,1600,1,0.0
empty,12000,1,0.0
empty,600,1,1.0
correct,600,5,0.5
empty,600,1,0.0
empty,2800,1,0.0
correct,1000,5,0.0
empty,600,1,0.0
empty,600,3,0.5
empty,600,1,0.5
correct,600,4,0.0
correct,2800,5,0.0
empty,6000,1,0.0
correct,2000,5,0.5
correct,1200,5,0.0
empty,12000,1,0.0
empty,1400,1,0.0
empty,2600,1,0.5
empty,1000,1,0.0
correct,1400,2,0.5
empty,2000,1,0.0
correct,1000,4,0.0
empty,800,1,0.0
empty,1200,1,0.0
empty,800,1,0.0
empty,1000,1,0.0
empty,600,1,1.0
empty,800,1,0.0
empty,1200,1,0.0
correct,1800,5,0.0
empty,800,1,0.0
empty,600,1,0.5
empty,2600,1,0.0
correct,800,5,0.5
empty,1800,1,0.0
empty,2000,1,0.0
empty,600,1,0.0
correct,1200,4,0.5
empty,1600,1,1.0
empty,1000,2,0.0
empty,1600,1,0.0
empty,1600,2,0.0
empty,1800,3,0.5
empty,12000,1,0.0
empty,1200,1,0.0
empty,2800,1,0.5
empty,800,3,0.0
empty,600,1,0.0
empty,600,2,0.0
empty,1400,2,0.0
empty,2000,1,1.0
empty,2800,1,0.5
empty,800,1,0.0
empty,800,1,0.0
empty,1800,1,0.0
empty,1200,1,0.0
empty,3000,1,0.0
empty,2400,1,0.0
empty,1600,1,0.5
correct,1000,5,0.0
correct,600,5,1.0
empty,800,1,0.5
empty,600,1,0.0
correct,800,5,0.0
empty,2600,1,0.0
empty,12000,2,0.0
empty,600,1,0.5
correct,1400,4,0.5
empty,600,2,0.0
correct,600,5,0.5
empty,800,1,0.0
empty,2400,1,0.0
correct,600,5,0.5
empty,12000,1,0.0
empty,1600,2,0.0
empty,800,1,0.0
empty,4600,1,0.5
empty,800,2,0.0
empty,1600,1,0.0
empty,800,1,0.0
empty,1000,1,0.0
empty,1600,1,0.0
empty,1000,1,1.0
empty,12000,1,0.0
empty,12000,1,0.0
empty,1000,1,0.0
empty,1800,1,0.5
empty,1000,3,0.0
empty,1600,1,0.0
empty,1400,1,0.0
empty,1000,1,0.0
empty,600,1,0.0
empty,12000,1,0.0
correct,800,2,0.5
correct,800,5,0.5
empty,1400,1,0.0
empty,800,1,0.0
correct,800,5,0.0
empty,1400,1,0.0
empty,1000,1,0.0
correct,600,5,0.5
empty,1000,2,0.0
empty,1400,1,0.0
correct,2400,1,0.0
correct,1600,4,0.0
empty,2200,1,0.0
empty,800,1,0.0
empty,600,1,0.5
empty,2600,1,0.5
empty,1400,2,0.5
empty,2200,1,0.0
correct,1200,5,0.0
empty,800,1,0.0
empty,600,1,0.0
empty,1400,1,0.0
correct,600,5,0.0
empty,1000,1,0.0
correct,2400,3,0.0
empty,2600,1,0.0
empty,1000,1,0.0
empty,800,1,0.0
empty,1200,2,0.0
empty,1000,1,0.0
empty,1400,2,0.0
empty,1800,1,0.0
empty,1800,1,0.0
empty,1200,1,0.5
empty,600,1,0.0
empty,12000,1,0.0
empty,1000,1,0.0
empty,1400,1,0.5
empty,1600,1,0.0
empty,1400,1,0.0
empty,1200,1,0.0
empty,2400,1,0.0
correct,1000,3,0.5
empty,800,1,0.5
empty,600,1,1.0
empty,1000,1,0.0
empty,1800,1,0.0
correct,1000,5,0.0
empty,1000,1,0.0
empty,600,1,0.0
empty,1000,2,1.0
empty,600,1,0.0
empty,600,1,0.0
correct,1800,4,0.0
empty,800,1,0.0
empty,600,1,0.5
empty,600,1,0.0
empty,12000,1,0.0
empty,2800,1,0.0
empty,600,2,0.0
empty,600,3,0.5
empty,1000,1,0.0
correct,800,3,1.0
empty,1800,1,1.0
correct,800,5,0.5
empty,12000,1,0.0
empty,2800,1,0.5
correct,600,4,0.0
empty,1800,1,0.0
empty,600,1,0.0
empty,1800,1,0.0
empty,800,2,0.0
empty,1200,2,0.5
empty,2400,2,0.0
empty,1600,1,0.0
empty,800,1,0.0
empty,2400,1,0.0
empty,600,1,0.5
empty,1200,1,0.0
empty,2200,1,0.0
empty,2000,1,0.0
correct,1800,3,0.0
empty,1600,1,0.0
empty,1000,1,0.5
correct,2000,5,0.0
empty,800,2,1.0
correct,3200,4,0.0
correct,1400,5,1.0
empty,1000,1,0.5
empty,1600,1,0.5
empty,1400,2,1.0
empty,1200,1,0.0
correct,1000,5,0.5
empty,600,3,0.0
empty,2600,1,0.0
empty,1800,1,0.0
empty,1000,1,0.0
